url,threat_score,risk_level,action,model,timestamp,details
http://evil.com/login.php,0.1,Low,ACCESS ALLOWED,ML + Network Fusion,2026-02-03 12:43:53
https://www.google.com/,0.2,Low,ACCESS ALLOWED,ML + Network Fusion,2026-02-03 13:26:03,"{'url_features': {'url_length': 23, 'dot_count': 2, 'https_present': 1, 'special_chars': 4, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 262, 'asn_risk': 0, 'packet_rate': 389.39266056683994, 'flow_duration': 49.023755921223966, 'domain_age_days': 5}}"
https://vce.ac.in/,0.0,Low,ACCESS ALLOWED,ML + Network Fusion,2026-02-03 13:53:05,"{'url_features': {'url_length': 18, 'dot_count': 2, 'https_present': 1, 'special_chars': 4, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 125, 'asn_risk': 0, 'packet_rate': 901.869634389515, 'flow_duration': 50.80559708062283, 'domain_age_days': 2364}}"
https://vce.ac.in/,0.3,Low,ACCESS ALLOWED,ML + Network Fusion,2026-02-03 14:02:54,"{'url_features': {'url_length': 18, 'dot_count': 2, 'https_present': 1, 'special_chars': 4, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 98, 'asn_risk': 1, 'packet_rate': 59.000476627828434, 'flow_duration': 10.254403245906602, 'domain_age_days': 506}}"
https://gemini.google.com/app/9b8dad63aceabf9d,0.3,Low,ACCESS ALLOWED,ML + Network Fusion,2026-02-03 14:40:57,"{'url_features': {'url_length': 46, 'dot_count': 2, 'https_present': 1, 'special_chars': 5, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 248, 'asn_risk': 1, 'packet_rate': 512.8354960341393, 'flow_duration': 30.85086629327401, 'domain_age_days': 3911}}"
https://www.youtube.com/results?search_query=ctrl+s+company+interview+questions,0.4,Medium,WARNING issued to user,ML + Network Fusion,2026-02-03 14:41:36,"{'url_features': {'url_length': 79, 'dot_count': 2, 'https_present': 1, 'special_chars': 11, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 104, 'asn_risk': 0, 'packet_rate': 238.36962841550476, 'flow_duration': 23.057696737975018, 'domain_age_days': 929}}"
https://www.youtube.com/watch?v=AsYnEfOMs8I&list=PLrk5tgtnMN6SGlItiG3UVTGQq1aewWNdw,0.7,Medium,WARNING issued to user,ML + Network Fusion,2026-02-04 14:15:37,"{'url_features': {'url_length': 83, 'dot_count': 2, 'https_present': 1, 'special_chars': 8, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 267, 'asn_risk': 1, 'packet_rate': 14.064156124102581, 'flow_duration': 11.18392287453593, 'domain_age_days': 4359}}"
mail.printakid.com/www.online.americanexpress.com/index.html,0.1,Low,ACCESS ALLOWED,ML + Network Fusion,2026-02-04 14:16:33,"{'url_features': {'url_length': 60, 'dot_count': 6, 'https_present': 0, 'special_chars': 2, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 41, 'asn_risk': 0, 'packet_rate': 885.0437935687713, 'flow_duration': 58.064994302151575, 'domain_age_days': 998}}"
https://www.youtube.com/watch?v=1409Qi0j9r4,0.2,Low,ACCESS ALLOWED,ML + Network Fusion,2026-02-04 14:24:15,"{'url_features': {'url_length': 43, 'dot_count': 2, 'https_present': 1, 'special_chars': 6, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 192, 'asn_risk': 0, 'packet_rate': 978.5488615359698, 'flow_duration': 21.078841553082153, 'domain_age_days': 988}}"
https://www.youtube.com/watch?v=1409Qi0j9r4,0.2,Low,ACCESS ALLOWED,ML + Network Fusion,2026-02-04 14:27:31,"{'url_features': {'url_length': 43, 'dot_count': 2, 'https_present': 1, 'special_chars': 6, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 298, 'asn_risk': 0, 'packet_rate': 662.3409560686853, 'flow_duration': 35.9000869807906, 'domain_age_days': 3547}}"
https://erp.vce.ac.in/sinfo/ShowSemWiseAttendanceForWeb/ShowSemWiseAttendanceForWeb.aspx?clsstid=O%2bq8yGIuJ5C24bSj19mwxQ%3d%3d&clssd=wKavU1toN1Sq%2fvKZQqKF9Q%3d%3d&clsed=fQgAbkhg0lb1tGVqTM%2fGbQ%3d%3d,0.4,Medium,WARNING issued to user,ML + Network Fusion,2026-02-05 10:03:02,"{'url_features': {'url_length': 201, 'dot_count': 4, 'https_present': 1, 'special_chars': 21, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 189, 'asn_risk': 0, 'packet_rate': 32.575922059587946, 'flow_duration': 3.546753076767265, 'domain_age_days': 4276}}"
file:///C:/Users/navya/AppData/Local/Packages/5319275A.WhatsAppDesktop_cv1g1gvanyjgm/LocalState/sessions/95853D569572C1EF9B93CF6CD52E42E14FCCD2E0/transfers/2026-06/rep_red.pdf,0.5,Medium,WARNING issued to user,ML + Network Fusion,2026-02-05 15:03:27,"{'url_features': {'url_length': 175, 'dot_count': 2, 'https_present': 0, 'special_chars': 20, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 240, 'asn_risk': 0, 'packet_rate': 210.78884517980563, 'flow_duration': 32.999984024046526, 'domain_age_days': 3307}}"
https://www.datacamp.com/blog/top-sql-interview-questions-and-answers-for-beginners-and-intermediate-practitioners,0.4,Medium,WARNING issued to user,ML + Network Fusion,2026-02-10 12:56:55,"{'url_features': {'url_length': 114, 'dot_count': 2, 'https_present': 1, 'special_chars': 15, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 227, 'asn_risk': 0, 'packet_rate': 900.388604902736, 'flow_duration': 55.04271906509251, 'domain_age_days': 2434}}"
https://www.youtube.com/,0.0,Low,ACCESS ALLOWED,ML + Network Fusion,2026-02-10 13:16:04,"{'url_features': {'url_length': 24, 'dot_count': 2, 'https_present': 1, 'special_chars': 4, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 220, 'asn_risk': 0, 'packet_rate': 308.88459336868056, 'flow_duration': 50.33936427538268, 'domain_age_days': 915}}"
https://www.youtube.com/,0.3,Low,ACCESS ALLOWED,ML + Network Fusion,2026-02-10 13:20:55,"{'url_features': {'url_length': 24, 'dot_count': 2, 'https_present': 1, 'special_chars': 4, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 134, 'asn_risk': 1, 'packet_rate': 664.1701570181248, 'flow_duration': 29.228158535228562, 'domain_age_days': 1909}}"
https://www.youtube.com/feed/subscriptions,0.0,Low,ACCESS ALLOWED,ML + Network Fusion,2026-02-10 13:30:14,"{'url_features': {'url_length': 42, 'dot_count': 2, 'https_present': 1, 'special_chars': 5, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 253, 'asn_risk': 0, 'packet_rate': 709.1955583334836, 'flow_duration': 2.289762050062648, 'domain_age_days': 2353}}"
https://www.datacamp.com/blog/top-sql-interview-questions-and-answers-for-beginners-and-intermediate-practitioners,0.7,Medium,WARNING issued to user,ML + Network Fusion,2026-02-10 13:31:09,"{'url_features': {'url_length': 114, 'dot_count': 2, 'https_present': 1, 'special_chars': 15, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 83, 'asn_risk': 1, 'packet_rate': 147.16643876851316, 'flow_duration': 43.85524856235579, 'domain_age_days': 2082}}"
https://www.datacamp.com/blog/top-sql-interview-questions-and-answers-for-beginners-and-intermediate-practitioners,0.7,Medium,WARNING issued to user,ML + Network Fusion,2026-02-10 13:33:03,"{'url_features': {'url_length': 114, 'dot_count': 2, 'https_present': 1, 'special_chars': 15, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 288, 'asn_risk': 1, 'packet_rate': 321.0182983228168, 'flow_duration': 14.181465394508079, 'domain_age_days': 3952}}"
https://yodsecinserv.firebaseapp.com/,0.3,Low,ACCESS ALLOWED,ML + Network Fusion,2026-02-10 13:33:36,"{'url_features': {'url_length': 37, 'dot_count': 2, 'https_present': 1, 'special_chars': 4, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 117, 'asn_risk': 1, 'packet_rate': 631.0906454025385, 'flow_duration': 28.593980570223152, 'domain_age_days': 3541}}"
www.avedeoiro.com/site/plugins/chase/,0.1,Low,ACCESS ALLOWED,ML + Network Fusion,2026-02-10 13:34:59,"{'url_features': {'url_length': 37, 'dot_count': 2, 'https_present': 0, 'special_chars': 4, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 73, 'asn_risk': 0, 'packet_rate': 583.543281918324, 'flow_duration': 15.351596415873612, 'domain_age_days': 1033}}"
naployi.com/,1.0,High,Blocked,Blacklist,2026-02-10 13:42:42,"{'url_features': {'url_length': 12, 'dot_count': 1, 'https_present': 0, 'special_chars': 1, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 155, 'asn_risk': 0, 'packet_rate': 15.660167380444804, 'flow_duration': 33.540361030679975, 'domain_age_days': 4824}}"
naployi.com/,1.0,High,Blocked,Blacklist,2026-02-10 13:43:01,"{'url_features': {'url_length': 12, 'dot_count': 1, 'https_present': 0, 'special_chars': 1, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 230, 'asn_risk': 0, 'packet_rate': 502.3941294598113, 'flow_duration': 12.288521778976405, 'domain_age_days': 2470}}"
www.avedeoiro.com/site/plugins/chase/,0.1,Low,ACCESS ALLOWED,ML + Network Fusion,2026-02-10 13:43:34,"{'url_features': {'url_length': 37, 'dot_count': 2, 'https_present': 0, 'special_chars': 4, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 140, 'asn_risk': 0, 'packet_rate': 499.8683321537401, 'flow_duration': 52.0366075297206, 'domain_age_days': 435}}"
http://evil.com/login.php,1.0,High,Blocked,Blacklist,2026-02-10 13:51:10,"{'url_features': {'url_length': 25, 'dot_count': 2, 'https_present': 0, 'special_chars': 4, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 276, 'asn_risk': 0, 'packet_rate': 311.7955805535349, 'flow_duration': 3.0788205355598466, 'domain_age_days': 2576}}"
http://evil.com/login.php,1.0,High,Blocked,Blacklist,2026-02-10 13:51:52,"{'url_features': {'url_length': 25, 'dot_count': 2, 'https_present': 0, 'special_chars': 4, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 212, 'asn_risk': 0, 'packet_rate': 52.420628251643656, 'flow_duration': 39.85320080625978, 'domain_age_days': 2176}}"
http://evil.com/login.php,1.0,High,Blocked,Blacklist,2026-02-10 13:52:40,"{'url_features': {'url_length': 25, 'dot_count': 2, 'https_present': 0, 'special_chars': 4, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 167, 'asn_risk': 0, 'packet_rate': 434.02044891069136, 'flow_duration': 21.210680935970064, 'domain_age_days': 3802}}"
http://example.com,0.4,Medium,WARNING issued to user,ML + Network Fusion,2026-02-10 13:53:01,"{'url_features': {'url_length': 18, 'dot_count': 1, 'https_present': 0, 'special_chars': 3, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 152, 'asn_risk': 1, 'packet_rate': 614.1002983184272, 'flow_duration': 6.529681581261164, 'domain_age_days': 1489}}"
https://example.com,0.0,Low,Allowed,Whitelist,2026-02-10 13:53:41,"{'url_features': {'url_length': 19, 'dot_count': 1, 'https_present': 1, 'special_chars': 3, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 103, 'asn_risk': 0, 'packet_rate': 749.9318411466747, 'flow_duration': 46.9030593005843, 'domain_age_days': 1319}}"
www.avedeoiro.com/site/plugins/chase/,0.4,Medium,WARNING issued to user,ML + Network Fusion,2026-02-10 13:54:40,"{'url_features': {'url_length': 37, 'dot_count': 2, 'https_present': 0, 'special_chars': 4, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 202, 'asn_risk': 1, 'packet_rate': 795.4750518098995, 'flow_duration': 25.23728639109041, 'domain_age_days': 1235}}"
thewhiskeydregs.com/wp-content/themes/widescreen/includes/temp/promocoessmiles/?84784787824HDJNDJDSJSHD//2724782784/,0.5,Medium,WARNING issued to user,ML + Network Fusion,2026-02-10 13:55:13,"{'url_features': {'url_length': 116, 'dot_count': 1, 'https_present': 0, 'special_chars': 12, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 291, 'asn_risk': 0, 'packet_rate': 418.5245765713569, 'flow_duration': 4.592938623905516, 'domain_age_days': 2539}}"
golfstarsonline.com/P/Tom_Pernice_Jr/,0.1,Low,ACCESS ALLOWED,ML + Network Fusion,2026-02-10 13:55:47,"{'url_features': {'url_length': 37, 'dot_count': 1, 'https_present': 0, 'special_chars': 5, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 58, 'asn_risk': 0, 'packet_rate': 31.40665239235186, 'flow_duration': 5.0173188712413666, 'domain_age_days': 3309}}"
golfnow.com/course-directory/california-golf-courses/san-leandro-golf-courses/monarch-bay-golf-club---tony-lema-course,0.5,Medium,WARNING issued to user,ML + Network Fusion,2026-02-10 13:56:17,"{'url_features': {'url_length': 118, 'dot_count': 1, 'https_present': 0, 'special_chars': 18, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 253, 'asn_risk': 0, 'packet_rate': 696.9159648514636, 'flow_duration': 25.95884119979059, 'domain_age_days': 3414}}"
golfnow.com/course-directory/california-golf-courses/san-leandro-golf-courses/monarch-bay-golf-club---tony-lema-course,0.5,Medium,WARNING issued to user,ML + Network Fusion,2026-02-10 14:03:49,"{'url_features': {'url_length': 118, 'dot_count': 1, 'https_present': 0, 'special_chars': 18, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 238, 'asn_risk': 0, 'packet_rate': 17.924793669773727, 'flow_duration': 45.13770957344372, 'domain_age_days': 971}}"
linkedin.com/company/fasken-martineau-dumoulin,0.1,Low,ACCESS ALLOWED,ML + Network Fusion,2026-02-10 14:04:33,"{'url_features': {'url_length': 46, 'dot_count': 1, 'https_present': 0, 'special_chars': 4, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 160, 'asn_risk': 0, 'packet_rate': 433.5816114428746, 'flow_duration': 7.958733446394447, 'domain_age_days': 3441}}"
https://google.com,0.2,Low,ACCESS ALLOWED,ML + Network Fusion,2026-02-13 10:44:27,"{'url_features': {'url_length': 18, 'dot_count': 1, 'https_present': 1, 'special_chars': 3, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 50, 'asn_risk': 0, 'packet_rate': 178.91192798488868, 'flow_duration': 25.648450961985322, 'domain_age_days': 0}}"
https://google.com,0.2,Low,ACCESS ALLOWED,ML + Network Fusion,2026-02-13 10:47:40,"{'url_features': {'url_length': 18, 'dot_count': 1, 'https_present': 1, 'special_chars': 3, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 158, 'asn_risk': 0, 'packet_rate': 872.6465983015912, 'flow_duration': 20.426677420121752, 'domain_age_days': 0}}"
https://example.com,0.0,Low,Allowed,Whitelist,2026-02-13 10:47:45,"{'url_features': {'url_length': 19, 'dot_count': 1, 'https_present': 1, 'special_chars': 3, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 130, 'asn_risk': 0, 'packet_rate': 29.94175994696487, 'flow_duration': 29.031197828081943, 'domain_age_days': 0}}"
http://nonexistent-domain-12345.com,0.30000000000000004,Low,ACCESS ALLOWED,ML + Network Fusion,2026-02-13 10:47:47,"{'url_features': {'url_length': 35, 'dot_count': 1, 'https_present': 0, 'special_chars': 5, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 60, 'asn_risk': 0, 'packet_rate': 535.9274322714448, 'flow_duration': 40.27568835584849, 'domain_age_days': 0}}"
https://google.com,0.2,Low,ACCESS ALLOWED,ML + Network Fusion,2026-02-13 10:50:01,"{'url_features': {'url_length': 18, 'dot_count': 1, 'https_present': 1, 'special_chars': 3, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 16, 'asn_risk': 0, 'packet_rate': 55.35879822968855, 'flow_duration': 17.073682754390276, 'domain_age_days': 0}}"
https://example.com,0.0,Low,Allowed,Whitelist,2026-02-13 10:50:05,"{'url_features': {'url_length': 19, 'dot_count': 1, 'https_present': 1, 'special_chars': 3, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 291, 'asn_risk': 0, 'packet_rate': 401.9472560858527, 'flow_duration': 3.328148323747284, 'domain_age_days': 0}}"
http://nonexistent-domain-12345.com,0.30000000000000004,Low,ACCESS ALLOWED,ML + Network Fusion,2026-02-13 10:50:08,"{'url_features': {'url_length': 35, 'dot_count': 1, 'https_present': 0, 'special_chars': 5, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 60, 'asn_risk': 0, 'packet_rate': 113.29773514441301, 'flow_duration': 8.594155307944654, 'domain_age_days': 0}}"
https://google.com,0.2,Low,ACCESS ALLOWED,ML + Network Fusion,2026-02-13 10:52:01,"{'url_features': {'url_length': 18, 'dot_count': 1, 'https_present': 1, 'special_chars': 3, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 197, 'asn_risk': 0, 'packet_rate': 367.1743710915783, 'flow_duration': 51.42466059347868, 'domain_age_days': 0}}"
https://example.com,0.0,Low,Allowed,Whitelist,2026-02-13 10:52:05,"{'url_features': {'url_length': 19, 'dot_count': 1, 'https_present': 1, 'special_chars': 3, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 171, 'asn_risk': 0, 'packet_rate': 904.5804061640143, 'flow_duration': 20.746855356779797, 'domain_age_days': 0}}"
http://nonexistent-domain-12345.com,0.30000000000000004,Low,ACCESS ALLOWED,ML + Network Fusion,2026-02-13 10:52:06,"{'url_features': {'url_length': 35, 'dot_count': 1, 'https_present': 0, 'special_chars': 5, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 60, 'asn_risk': 0, 'packet_rate': 579.7350095255238, 'flow_duration': 28.91622278742102, 'domain_age_days': 0}}"
https://google.com,0.0,Low,ACCESS ALLOWED,ML + Network Fusion,2026-02-13 10:53:06,"{'url_features': {'url_length': 18, 'dot_count': 1, 'https_present': 1, 'special_chars': 3, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 132, 'asn_risk': 0, 'packet_rate': 630.7668425610404, 'flow_duration': 53.76708309033271, 'domain_age_days': 10378}}"
https://example.com,0.0,Low,Allowed,Whitelist,2026-02-13 10:53:10,"{'url_features': {'url_length': 19, 'dot_count': 1, 'https_present': 1, 'special_chars': 3, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 106, 'asn_risk': 0, 'packet_rate': 162.37689658674637, 'flow_duration': 18.302368412169358, 'domain_age_days': 11141}}"
http://nonexistent-domain-12345.com,0.30000000000000004,Low,ACCESS ALLOWED,ML + Network Fusion,2026-02-13 10:53:15,"{'url_features': {'url_length': 35, 'dot_count': 1, 'https_present': 0, 'special_chars': 5, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 60, 'asn_risk': 0, 'packet_rate': 219.6488452735116, 'flow_duration': 27.66431996821269, 'domain_age_days': 0}}"
https://example.com,0.0,Low,Allowed,Whitelist,2026-02-13 11:05:49,"{'url_features': {'url_length': 19, 'dot_count': 1, 'https_present': 1, 'special_chars': 3, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 60, 'asn_risk': 0, 'packet_rate': 511.57926478871394, 'flow_duration': 47.18189263699609, 'domain_age_days': 11141}}"
naployi.com/,1.0,High,Blocked,Blacklist,2026-02-13 11:06:12,"{'url_features': {'url_length': 12, 'dot_count': 1, 'https_present': 0, 'special_chars': 1, 'is_ip_address': 0}, 'network_features': {'dns_ttl': 60, 'asn_risk': 0, 'packet_rate': 636.3397516120059, 'flow_duration': 15.146023846602981, 'domain_age_days': 0}}"
